Ni1Local,Ni2Local,ctm_SID_c1_p1,gbm_ActGearEven,ctm_SID_c1_p2,ctm_SID_c1_p3,ctm_SID_c1_p4,gbm_ActGearOdd,ctm_SID_c1_p5,ctm_SID_c2_p1,ctm_SID_c2_p2,ssm_ClutchShiftClass,ctm_SID_c2_p3,ctm_SID_c2_p4,ctm_SID_c2_p5,scm_IntPhase,cam_Clutch1ActuatorPos,cam_Clutch2ActuatorPos,ccm_Clutch1TgtTorque_Nm,ccm_ShiftPhase,ccm_Clutch2TgtTorque_Nm,tmm_P1Temp,tmm_P2Temp,gsm_DrvMode,tmm_CPTemp,tmm_MTFTemp,ccm_Clutch1ActTorque_Nm,gsm_DrvPtn,ccm_Clutch2ActTorque_Nm,tom_ClutchTorque_T3,tom_Clutch1EstTq_Nm,LeverPositionLocal,tom_Clutch2EstTq_Nm,AppSlip,AppSlipDot,csm_ClutchActState,scm_Fb_Gain,scm_SE_dSliptgt_PonUp,scm_App_Bse_Trq,APS,scm_App_RampAccum,ecm_EngReqTrq_Nm,scm_NeDot,ssm_CurGear,Ne,iom_VSP16,BrakePress,ssm_ClutchTgtGear,TQI_J,FlywheelTq,CANRx_LONG_ACCEL,CANRx_LAT_ACCEL,Slope,SAS_Angle,master
RPM,RPM,,,,,,,,,,,,,,,,,Nm,,Nm,*C,*C,,*C,*C,Nm,,Nm,Nm,Nm,,Nm,RPM,RPM/10ms,,Nm,RPM/10ms,Nm,%,Nm,Nm,RPM/10ms,,RPM,KPH,bar,,Nm,Nm,m/s^2,m/s^2,%,Deg,Seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,2.270000000004776,0.31249999999908246,0.0,6.530899999999952,0.0,0.0,0.0,0.0,0.0,-17.69999999998982,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,395.99999999998903,12.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.750000000025,0.0,0.0,0.0,1.2,12.0,644.45,644.45,0.0,1.2,244.64149999999987
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.9311420612842973,-0.06035645891315547,0.0,6.544288579387157,0.0,0.0,0.0,0.0,0.0,-17.696378830074178,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,394.7944289693449,7.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.759052924814,0.0,0.0,0.0,1.2,12.0,644.7201671309197,644.7201671309197,0.0,1.2,244.74149999999986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,653.7470879120788,-0.3207041981468418,0.0,0.01612912087921288,0.0,0.0,0.0,0.0,0.0,-19.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,395.99835164834644,8.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16336.25,0.0,0.0,0.0,1.2,12.0,-10.190054945055119,-10.190054945055119,0.0,1.2,244.84149999999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,2.8087465238510276,0.013057103062124875,0.0,6.52551253476149,0.0,0.0,0.0,0.0,0.0,-17.707799442921573,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,393.0100278551849,2.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.730501392696,0.0,0.0,0.0,1.49916434540126,14.9916434540126,-10.18,-10.18,0.0,1.49916434540126,244.94149999999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,653.8900000000106,-0.0039062499974745757,0.0,0.01469999999989412,0.0,0.0,0.0,0.0,0.0,-19.1,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,395.60000000002066,4.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16336.25,0.0,0.0,0.0,1.4999999999971891,14.999999999971891,-10.189999993860283,-10.189999993860283,0.0,1.4999999999971891,245.04149999999984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,652.6918005483024,0.04729159453040241,0.0,0.026681994516978058,0.0,0.0,0.0,0.0,0.0,-19.096121883644255,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,397.7966759002665,15.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16336.25969529089,0.0,0.0,0.0,1.2,12.0,645.0296121883644,645.0296121883644,0.0,1.2,245.14149999999984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,2.8175675675657836,0.06909839527009608,0.0,6.525424324324343,0.0,0.0,0.0,0.0,0.0,-18.312972972960488,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,395.188108108092,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16338.217567567599,0.0,0.0,0.0,1.3313513513486757,13.313513513486757,644.8949729729736,644.8949729729736,0.0,1.3313513513486757,245.24149999999983
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,654.4799999999973,0.031250000000943676,0.0,0.008800000000027475,0.0,0.0,0.0,0.0,0.0,-17.7,0.0,-0.10000000000094739,0.0,0.0,0.0,0.0,0.0,395.3999999999943,12.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.75,0.0,0.0,0.0,1.2,12.0,645.0800000000004,645.0800000000004,0.0,1.2,245.34149999999983
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.535305164299824,-0.31045517899094605,0.0,6.538246948357001,0.0,0.0,0.0,0.0,0.0,-17.7,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,392.2,14.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16336.25,0.0,0.0,0.0,1.2,12.0,-7.0338028281647915,-7.0338028281647915,0.0,1.2,245.44149999999982
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.2861682242870066,0.07825277452864214,0.0,6.55073831775713,0.0,0.0,0.0,0.0,0.0,-19.08691588787605,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,392.9775700935018,1.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16336.313084112026,0.0,0.0,0.0,1.4971962616877244,14.971962616877242,644.7802803738311,644.7802803738311,0.0,1.4971962616877244,245.54149999999981
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.0969398907244161,0.2616226946719369,0.0,6.542630601092756,0.0,0.0,0.0,0.0,0.0,-17.69289617484902,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,392.20218579235416,8.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.75,0.0,0.0,0.0,1.2,12.0,644.7193442622938,644.7193442622938,0.0,1.2,245.6414999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,653.4127102803839,-0.028931804904340132,0.0,0.019472897196160608,0.0,0.0,0.0,0.0,0.0,-16.4,0.0,-0.20140186915693475,0.0,0.0,0.0,0.0,0.0,395.0,12.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.75,0.0,0.0,0.0,1.2,12.0,-10.229299065421532,-10.229299065421532,0.0,1.2,245.7414999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,655.083544973532,-0.009941302910408234,0.0,0.002764550264680825,0.0,0.0,0.0,0.0,0.0,-17.69312169310778,0.0,-0.10052910053017071,0.0,0.0,0.0,0.0,0.0,394.6,4.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.75,0.0,0.0,0.0,1.2,12.0,-10.139682539681898,-10.139682539681898,0.0,1.2,245.8414999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.6000552486188963,0.24609375,0.0,6.547599447513811,0.0,0.0,0.0,0.0,0.0,-16.4,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,393.9988950276221,15.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16343.0,0.0,0.0,0.0,1.5,15.0,645.0304419889511,645.0304419889511,0.0,1.5,245.9414999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.7723607426901127,-0.117736654510395,0.0,6.5358763925730985,0.0,0.0,0.0,0.0,0.0,-16.4,0.0,-0.10053050397985329,0.0,0.0,0.0,0.0,0.0,391.4053050397985,1.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16342.982758620656,0.0,0.0,0.0,1.2015915119395597,12.015915119395599,645.0503713527859,645.0503713527859,0.0,1.2015915119395597,246.0414999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,654.0278512396808,-0.11986699379986826,0.0,0.01332148760319157,0.0,0.0,0.0,0.0,0.0,-17.689256198331478,0.0,-0.0024793388465820243,0.0,0.0,0.0,0.0,0.0,393.0066115702576,11.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.75,0.0,0.0,0.0,1.5,15.0,645.0090909090895,645.0090909090895,0.0,1.5,246.14149999999978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.0267553191645207,0.5076151097069914,0.0,6.543332446808355,0.0,0.0,0.0,0.0,0.0,-16.4,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,392.7989361702103,12.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16346.5,0.0,0.0,0.0,1.2,12.0,644.7893617021261,644.7893617021261,0.0,1.2,246.24149999999977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,2.499173553717806,-0.16740379648394016,0.0,6.528608264462822,0.0,0.0,0.0,0.0,0.0,-16.388429752049284,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,390.59173553717807,7.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16343.028925619878,0.0,0.0,0.0,1.2,12.0,644.5997520661153,644.5997520661153,0.0,1.2,246.34149999999977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,369.7772702786723,0.14719172296885796,0.0,2.855827297213277,0.0,0.0,0.0,0.0,0.0,-15.790810810828795,0.0,-0.2694594594633135,0.0,0.0,0.0,0.0,0.0,390.0,9.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16346.5,0.0,0.0,0.0,1.2,12.0,274.9866486402306,274.9866486402306,0.0,1.2,246.44149999999976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,649.3690082555659,-0.23941115702343985,0.0,0.059909917444340266,0.0,0.0,0.0,0.0,0.0,-16.4,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,390.59669421487064,2.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16343.0,0.0,0.0,0.0,1.2,12.0,639.6840495778719,639.6840495778719,0.0,1.2,246.54149999999976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,653.5883018867513,-0.3819175370650504,0.0,0.01771698113248734,0.0,0.0,0.0,0.0,0.0,-17.331805929973964,0.0,-0.1137466307304373,0.0,0.0,0.0,0.0,0.0,390.58867924533916,3.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-50.0,0.0,16339.161051212848,0.0,0.0,0.0,1.329380053904344,13.29380053904344,-9.912938005390435,-9.912938005390435,0.0,1.329380053904344,246.64149999999975
